annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;numero_jokerplus;devise;
2008023;VE;20080606;20080806;21;40;19;50;7;2;9;-7-19-21-40-50-;-2-9-;0;0;0;2;6;452166,5;1;13;59223,4;22;101;5444,8;345;1670;219,5;546;2599;98,7;983;4480;81,8;16399;74309;25,1;15050;62653;25,7;24925;116201;14,8;76262;315394;11,7;237074;1038427;8,4;0 660 618;eur;
2008022;VE;20080530;20080730;14;20;49;7;5;8;2;-5-7-14-20-49-;-2-8-;1;1;15000000;0;7;388510;3;11;70160,9;25;112;4922;399;1470;250;733;2656;96,8;1530;5845;62,8;17424;70159;26,7;20386;84139;19,2;29517;116568;14,8;101554;429678;8,6;229979;984523;8,9;9 764 646;eur;
2008021;VE;20080523;20080723;5;38;9;19;21;1;7;-5-9-19-21-38-;-1-7-;1;4;3750000;4;25;109875,3;4;35;22272;29;133;4186,4;513;2112;175,7;780;3324;78,1;1253;5091;72,9;20753;84738;22,3;16229;67443;24,2;32603;135511;12,8;77045;328100;11,4;263884;1099679;8,1;3 505 735;eur;
2008020;VE;20080516;20080716;6;38;9;25;15;4;9;-6-9-15-25-38-;-4-9-;0;1;55609411;2;9;385019,4;4;15;65557,3;37;141;4981,5;578;2319;201,9;915;3608;90,8;1663;6617;70,7;23893;94527;25,2;22147;90084;22,8;37443;149789;14,6;108921;451609;10,4;309452;1266755;8,8;5 326 133;eur;
2008019;VE;20080509;20080709;8;9;42;40;45;7;6;-8-9-40-42-45-;-6-7-;0;0;0;1;7;440494,4;1;6;145839,3;12;70;8928,9;237;1123;371;413;1786;163,3;827;3765;110,6;13833;61366;34,6;13556;60817;30,1;21319;92395;21,1;76783;336750;12,4;240850;1049034;9,5;2 963 904;eur;
2008018;VE;20080502;20080702;26;48;45;37;2;8;4;-2-26-37-45-48-;-4-8-;0;0;0;1;3;947429,9;1;9;89621,7;23;90;6401,5;206;996;385,6;367;1670;160,9;802;3979;96,5;10474;51678;37,9;13262;64059;26,3;16863;80991;22,2;76564;369328;10,5;171342;818435;11,2;6 824 803;eur;
2008017;VE;20080425;20080625;4;30;26;19;27;8;3;-4-19-26-27-30-;-3-8-;0;0;0;2;7;396094,8;1;6;131139,5;30;107;5252,5;439;1766;212,1;656;2546;103;1198;5053;74,1;17181;72836;26,2;16230;72057;22,8;26757;110891;15,8;84553;373668;10,1;234923;1026597;8,7;3 583 370;eur;
2008016;VE;20080418;20080618;27;6;7;50;3;5;9;-3-6-7-27-50-;-5-9-;1;1;58367681;6;16;231553,3;6;16;65711;71;199;3773,7;785;2713;184,5;1037;3780;92,7;2181;8452;59,2;29936;115744;22;27841;112061;19,6;44089;169029;13,9;130922;543780;9,2;380307;1536553;7,8;4 563 656;eur;
2008015;VE;20080411;20080611;50;30;25;45;6;5;7;-6-25-30-45-50-;-5-7-;0;0;0;4;12;276382,2;3;11;85563;28;167;4025,6;497;2084;215;712;2836;110,6;1544;6980;64,2;18968;81097;28,1;22553;100386;19,6;26376;110658;19;125227;543483;8,3;273719;1172899;9,1;9 553 559;eur;
2008014;VE;20080404;20080604;18;37;47;13;11;6;1;-11-13-18-37-47-;-1-6-;0;0;0;1;9;334148,3;3;8;106679,1;10;74;8237,7;303;1351;300,8;535;2283;124,6;1142;4598;88,3;14903;64196;32,2;17004;71461;25;25049;110370;17,3;91813;381736;10,7;229344;991122;9,8;9 920 059;eur;
2008013;VE;20080328;20080528;39;9;29;5;17;3;6;-5-9-17-29-39-;-3-6-;0;0;0;1;11;253782;2;15;52814,1;36;205;2760,3;470;2600;145;832;3813;69,2;1314;6436;58,6;19903;92283;20,8;16898;78169;21,2;30770;139136;12,7;82147;380497;10;245094;1109571;8,1;7 347 833;eur;
2008012;VE;20080321;20080521;10;2;22;18;36;6;4;-2-10-18-22-36-;-4-6-;1;1;15000000;3;9;295037,9;5;10;75354,2;27;139;3872,2;413;1790;200,4;691;2798;89,7;1358;5862;61,2;16506;70395;25,9;18457;77238;20,4;27895;116947;14,4;89825;380510;9,5;221024;937962;9,1;8 399 480;eur;
2008011;VE;20080314;20080514;13;48;35;21;25;4;8;-13-21-25-35-48-;-4-8-;1;1;28239959;3;6;510290;2;11;78988,3;28;106;5854,9;307;1616;256;483;2638;109,7;1053;5553;74,5;14412;71296;29,5;15718;77532;23,4;24187;119597;16,2;84943;405167;10,3;214430;1034546;9,5;1 730 265;eur;
2008010;VE;20080307;20080507;14;17;7;35;2;6;1;-2-7-14-17-35-;-1-6-;0;0;0;4;6;483841,4;1;12;68653,1;30;131;4492;464;1754;223,6;777;3077;89,2;1326;5442;72;19133;78150;25,6;18177;73873;23,3;34227;141979;12,9;87920;364378;10,8;246576;1039423;9;5 434 683;eur;
2008009;VE;20080229;20080430;37;47;49;40;12;9;2;-12-37-40-47-49-;-2-9-;1;1;15000000;0;1;3027516,3;1;5;171832;18;85;7219,8;248;1234;331,5;374;1719;166,6;864;3594;113,8;12984;57754;36,1;13782;56611;31,7;19228;87641;21,9;83104;330516;12,5;208803;905143;10,8;8 152 912;eur;
2008008;VE;20080222;20080423;46;50;4;27;32;8;9;-4-27-32-46-50-;-8-9-;0;1;28912566;0;6;536213,4;0;8;114126,5;15;69;9451,4;257;1443;301,2;408;2058;147,8;824;3825;113,6;13850;65641;33,7;12057;56984;33,5;20857;100730;20,2;66231;304084;14,4;221147;1002938;10,4;0 421 210;eur;
2008007;VE;20080215;20080416;27;45;12;29;46;7;4;-12-27-29-45-46-;-4-7-;0;0;0;1;5;631360,2;2;6;149308,1;27;101;6335,5;317;1385;308;575;2134;139,9;1107;4792;89;15678;68192;31,9;16770;74454;25,2;24425;103888;19,2;91131;405013;10,6;249634;1063019;9,6;7 222 585;eur;
2008006;VE;20080208;20080409;17;38;28;44;30;1;4;-17-28-30-38-44-;-1-4-;0;0;0;5;16;8662872;3;32;76319,5;55;277;6297,6;914;4380;265,5;1511;6998;116,3;2950;12974;89,6;45905;198400;29,8;43118;185805;27,5;73784;320163;17;227665;978612;12;692047;2903388;9,6;9 548 489;eur;
2008005;VE;20080201;20080402;30;49;45;47;22;4;9;-22-30-45-47-49-;-4-9-;0;0;0;3;10;309432,1;2;5;175623,6;25;97;6466,2;237;1126;371,3;328;1726;169,5;910;4114;101,6;12158;57175;37,2;14530;66082;27,8;18990;90181;21,7;83538;373520;11,3;194513;905485;11;6 503 681;eur;
2008004;VE;20080125;20080326;2;19;9;45;6;7;8;-2-6-9-19-45-;-7-8-;0;1;76611580;2;13;341072,9;13;32;39321,3;43;151;5952,1;963;3088;194;1866;5626;74,5;1648;6345;94,4;34487;120457;25,3;22454;89838;29,3;60387;203458;13,8;110605;461419;13,1;424788;1608573;8,9;2 392 954;eur;
2008003;VE;20080118;20080319;46;40;16;14;23;8;4;-14-16-23-40-46-;-4-8-;0;0;0;3;11;350732,5;4;12;91237,8;25;112;6982,4;340;1686;309,2;599;2625;139;1340;6053;86,1;18554;83707;31,7;20956;93108;24,6;29388;131654;18,6;106899;483400;10,8;281581;1251631;9,9;6 043 512;eur;
2008002;VE;20080111;20080312;24;36;50;8;49;4;8;-8-24-36-49-50-;-4-8-;0;0;0;1;4;799925,2;1;7;129717,6;25;110;5896,2;332;1561;276,9;475;2316;130,6;1089;5142;84;15242;70098;31,4;16862;76299;24,9;21969;104300;19,4;90841;408732;10,6;228912;1027726;10;5 020 017;eur;
2008001;VE;20080104;20080305;41;24;10;12;25;3;5;-10-12-24-25-41-;-3-5-;0;0;0;1;3;918656,7;2;5;156419,9;36;147;3800,2;382;1718;216,7;548;2177;119,7;1599;7468;49,8;17899;78873;24;23474;105988;15,4;24554;101337;17,2;114111;524785;7,1;254016;1104406;8;8 452 440;eur;
2007052;VE;20071228;20080227;45;31;20;22;21;9;7;-20-21-22-31-45-;-7-9-;0;0;0;0;3;895837,7;0;5;152534,5;19;80;6809,5;239;1036;350,5;310;1605;158,3;902;3644;99,6;12835;55743;33,2;13469;56680;28,1;20041;87362;19,5;76836;321021;11,4;202858;873452;9,9;4 146 513;eur;
2007051;VE;20071221;20080220;37;7;44;28;9;7;6;-7-9-28-37-44-;-6-7-;0;1;27716872;1;6;490129,4;1;14;59610,3;17;98;6082,6;363;1906;208,5;541;2768;100,4;958;4362;91,1;17717;78972;25,6;14526;63284;27,6;24413;109657;17;74972;323266;12,4;263281;1137935;8,3;0 552 033;eur;
2007050;VE;20071214;20080213;8;30;36;25;44;4;3;-8-25-30-36-44-;-3-4-;0;0;0;0;3;909402,2;1;2;387110,4;12;70;7900,2;308;1387;265,8;399;1921;134,3;900;3830;96,2;14122;60622;31;13882;57303;28,3;20282;86994;19,9;78323;321797;11,5;215901;919642;9,6;5 403 492;eur;
2007049;VE;20071207;20080206;48;43;4;2;32;1;7;-2-4-32-43-48-;-1-7-;0;1;27552424;0;1;2902747,9;0;3;274584,2;12;74;7951,2;241;1075;364,8;292;1587;173;730;3400;115,3;11584;52227;38,3;12741;54134;31,8;18007;83161;22,1;77051;316073;12,5;201919;856799;10,9;4 437 546;eur;
2007048;VE;20071130;20080130;38;20;12;19;30;9;7;-12-19-20-30-38-;-7-9-;0;0;0;0;2;1365675,2;2;7;110730,4;30;86;6437,8;423;1580;233,6;566;2328;110,9;1105;4147;89;17360;66927;28,1;15761;60797;26,7;26548;106361;16,3;79180;314251;11,8;245971;973475;9;2 222 947;eur;
2007047;VE;20071123;20080123;22;2;48;29;10;9;3;-2-10-22-29-48-;-3-9-;1;1;27375964;3;6;476990,2;1;6;135362,1;28;95;6106,5;349;1529;252,9;524;2345;115,4;1109;4540;85,1;17490;71236;27,6;16686;67356;25,2;26124;109817;16,5;88306;360541;10,8;249374;1020563;9;3 871 602;eur;
2007046;VE;20071116;20080116;23;18;33;37;9;1;8;-9-18-23-33-37-;-1-8-;0;0;0;2;11;248016,4;0;9;86023,7;29;111;4982;353;1609;229,1;656;3045;84,7;1035;4326;85,2;15502;67954;27,6;14365;60007;27;27847;125220;13,8;73736;300124;12,4;217035;937198;9,4;5 855 189;eur;
2007045;VE;20071109;20080109;14;25;36;5;22;6;5;-5-14-22-25-36-;-5-6-;1;2;7500000;3;12;228706,6;3;13;59910,6;23;121;4597,6;501;2112;175,6;549;2501;103,8;1111;5241;70,7;18829;86667;21,8;15730;73232;22,2;23151;102408;17;81171;362900;10,3;258590;1157831;7,6;7 641 486;eur;
2007044;VE;20071102;20080102;40;16;3;19;18;2;1;-3-16-18-19-40-;-1-2-;0;1;41136124;1;7;446822,6;5;16;55475,4;32;112;5660,7;418;1600;264,1;605;2465;120;1084;4500;93,9;18979;77430;27,8;15317;64755;28,7;27950;116512;17;79464;335178;12,7;273597;1126509;9;6 873 360;eur;
2007043;VE;20071026;20071226;20;7;38;40;43;8;1;-7-20-38-40-43-;-1-8-;0;0;0;2;3;972073,3;2;8;103447;22;68;8693;272;1161;339,4;448;1981;139,2;863;3578;110,1;13244;57352;35;13336;54713;31,6;21797;96581;19,1;73974;300570;13,2;213678;905570;10,4;2 553 804;eur;
2007042;VE;20071019;20071219;7;18;34;35;40;7;8;-7-18-34-35-40-;-7-8-;0;0;0;0;7;395784,6;2;8;98277,5;13;73;7692,9;211;1189;314,8;340;1716;152,7;695;3405;109,9;12454;60177;31,7;11517;53450;30,8;17699;85717;20,5;65045;291271;12,9;210635;953909;9,4;5 331 103;eur;
2007041;VE;20071012;20071212;36;47;21;32;46;3;4;-21-32-36-46-47-;-3-4-;0;2;7500000;1;4;708593,3;2;7;114907;20;96;5984,7;370;1435;266,9;517;2043;131,2;1033;4054;94,4;17230;66182;29,5;13338;55876;30,1;22103;89393;20,1;73759;311867;12,4;208065;900545;10,2;4 419 000;eur;
2007040;VE;20071005;20071205;20;27;35;44;11;5;2;-11-20-27-35-44-;-2-5-;3;5;3000000;4;14;210776,6;6;25;33496,3;42;209;2861,9;629;2277;175,1;804;3008;92,7;1821;7493;53,2;21131;82009;24,7;23892;99561;17,6;26504;104841;17,8;120170;510527;7,8;274698;1133366;8,4;5 116 333;eur;
2007039;VE;20070928;20071128;22;34;44;30;35;4;5;-22-30-34-35-44-;-4-5-;0;0;0;2;14;9839059;3;17;129318,9;72;244;6435,6;939;3403;307,6;1198;4564;160,5;2928;11749;89,1;46972;177745;30;43157;176487;26;62095;236790;20,7;234911;939144;11,2;706533;2758214;9,1;8 046 335;eur;
2007038;VE;20070921;20071121;35;37;17;1;32;8;1;-1-17-32-35-37-;-1-8-;1;1;27247062;0;7;404590,4;3;8;100464,1;16;71;8085,6;238;1108;345,4;319;1698;157,7;769;3547;107,8;11722;55954;34,8;12258;56011;30;17799;87243;20,6;69415;309270;12,4;185311;881555;10,4;3 277 761;eur;
2007037;VE;20070914;20071114;33;29;5;9;11;7;9;-5-9-11-29-33-;-7-9-;0;0;0;3;5;526366,1;4;9;82985,6;41;127;4200,6;590;2117;167,9;798;3156;78,8;1539;5600;63,5;22785;88707;20,4;17943;71965;21,7;32238;130442;12,8;79005;327388;10,9;266617;1105810;7,7;8 071 949;eur;
2007036;VE;20070907;20071107;42;3;34;2;33;5;3;-2-3-33-34-42-;-3-5-;0;1;15000000;0;6;448821,8;1;6;127368,3;20;89;6133,3;220;1101;330,5;293;1435;177,5;997;5044;72,1;12106;58225;31,8;19440;93042;17,2;16566;77233;22,1;116931;518824;7;220649;987232;8,8;2 027 543;eur;
2007035;VE;20070831;20071031;22;37;23;18;6;6;5;-6-18-22-23-37-;-5-6-;0;1;39496528;0;6;494054,4;1;4;210306,9;28;107;5615,6;332;1621;247,1;416;2013;139,2;1137;5043;79,4;17370;79910;25,5;16634;73941;23,8;22408;98999;19;88304;385723;10,4;267864;1172639;8,1;1 408 246;eur;
2007034;VE;20070824;20071024;16;3;42;1;48;2;3;-1-3-16-42-48-;-2-3-;0;0;0;0;3;900165,1;1;7;109479,5;12;67;8170,1;256;1109;329;298;1476;173;666;3245;112,4;13627;61241;30,3;11602;53559;29,9;17419;80547;21,2;62609;288850;12,7;221885;987324;8,8;2 270 068;eur;
2007033;VE;20070817;20071017;2;13;42;3;38;7;8;-2-3-13-38-42-;-7-8-;0;0;0;0;3;846632,2;1;6;120130,2;8;49;10507;261;1171;293,1;382;1733;138,6;650;3066;111,9;12552;60177;29;9771;46929;32,1;19154;90873;17,7;53685;252665;13,7;199084;928073;8,8;3 394 230;eur;
2007032;VE;20070810;20071010;40;43;49;42;23;6;2;-23-40-42-43-49-;-2-6-;0;1;52630236;1;7;444172,5;1;11;80212,9;16;80;7878;239;1187;353,9;391;1719;171;1038;4599;91,3;12584;57396;37,3;15939;74424;24,8;18892;88175;22,3;101397;455878;9,3;199542;911840;11;1 497 987;eur;
2007031;VE;20070803;20071003;41;33;37;30;10;1;8;-10-30-33-37-41-;-1-8-;0;0;0;2;5;575982,3;0;8;102159;26;74;7888,7;305;1271;306,1;480;2015;135,1;800;3517;110,6;13383;58203;34,1;12508;53869;31,7;21299;94463;19,3;70177;296196;13,2;200183;884759;10,5;8 997 908;eur;
2007030;VE;20070727;20070926;4;29;21;1;41;8;7;-1-4-21-29-41-;-7-8-;0;0;0;0;7;387553,2;0;2;384934,6;14;68;8086,8;271;1267;289,3;520;2192;117;670;3448;106,3;14592;66754;28;10943;50318;32;23578;105467;16,3;59716;272877;13,5;219826;963867;9,1;6 856 525;eur;
2007029;VE;20070720;20070919;50;26;10;21;25;9;4;-10-21-25-26-50-;-4-9-;0;0;0;1;7;376917,1;0;8;93592,5;19;83;6443,5;305;1421;250,9;541;2254;110,7;1019;4457;79,9;14964;64692;28,1;15483;64761;24,2;25260;110887;15,1;81397;338057;10,6;220040;933914;9,1;6 783 377;eur;
2007028;VE;20070713;20070912;13;9;31;15;48;6;3;-9-13-15-31-48-;-3-6-;0;1;56945074;4;10;394207,1;5;11;101699,6;48;146;5473;703;2065;257,9;1125;3140;118,7;2435;7335;72,6;35025;101651;26,7;35891;109592;21,3;52589;149305;16,7;179771;556679;9,6;516958;1505032;8,4;6 044 704;eur;
2007027;VE;20070706;20070905;39;41;4;19;5;9;8;-4-5-19-39-41-;-8-9-;0;0;0;2;11;275011,3;1;15;57232;14;73;8400;251;1225;333,7;438;1929;148,3;818;3439;118,8;15735;63676;32,7;13036;52820;34;25548;103702;18,5;68907;280367;14,7;254083;1001577;9,7;2 109 683;eur;
2007026;VE;20070629;20070829;28;8;33;45;12;1;3;-8-12-28-33-45-;-1-3-;0;0;0;2;13;210200,1;3;18;43081,5;23;83;6673,5;434;1831;201,6;676;2753;93,8;1189;4582;80,5;18653;76184;24,7;16304;66071;24,5;27672;114610;15,1;84234;342852;10,8;251160;1031552;8,5;7 665 252;eur;
2007025;VE;20070622;20070822;22;17;16;11;34;5;6;-11-16-17-22-34-;-5-6-;0;0;0;2;8;322741,8;0;8;91588,8;23;122;4289,8;310;1663;209,8;464;2116;115,4;1090;5101;68,4;16872;78658;22,6;14527;66835;22,9;21869;96825;16,9;71203;325139;10,8;247822;1102275;7,5;2 315 751;eur;
2007024;VE;20070615;20070815;5;14;40;7;21;3;8;-5-7-14-21-40-;-3-8-;0;1;26938896;0;13;212374,5;4;16;48968,1;37;183;3058,1;486;2442;152,7;903;4062;64,2;1288;6029;61,8;20230;92736;20,5;16865;73726;22,2;32990;144295;12,1;82923;361962;10,4;250541;1100213;8,1;5 830 389;eur;
2007023;VE;20070608;20070808;15;17;25;45;1;8;2;-1-15-17-25-45-;-2-8-;0;0;0;0;2;1298404;3;14;52638;30;118;4460,8;373;1411;248,7;599;2511;97,8;1358;5394;65;15396;65211;27,4;18796;75077;20,5;26598;116928;14,1;96792;393104;9;210938;878952;9,5;6 908 830;eur;
2007022;VE;20070601;20070801;22;41;42;37;6;6;9;-6-22-37-41-42-;-6-9-;1;1;15000000;0;6;442987,6;2;6;125712,7;13;62;8689,8;304;1140;315;403;1689;148,8;824;3565;100,7;12304;52804;34,6;13037;54051;29,2;18578;80990;20,8;74592;302973;11,9;192150;816270;10,5;2 455 922;eur;
2007021;VE;20070525;20070725;49;26;50;29;25;8;7;-25-26-29-49-50-;-7-8-;0;1;15000000;3;10;264448,1;3;11;68223,7;24;85;6306,3;252;1250;285,8;494;2064;121,1;782;3329;107,3;12876;55510;32,8;10948;47876;32,8;21538;92448;18,1;58657;253331;14,2;203463;873481;9,8;9 218 301;eur;
2007020;VE;20070518;20070718;49;37;34;26;39;2;6;-26-34-37-39-49-;-2-6-;0;1;15000000;1;2;1309909,8;2;6;123910,3;13;89;5966,7;209;978;361,9;298;1487;166,6;964;4710;75,1;10867;49157;36,7;15462;71949;21,6;16874;76138;21,8;82481;375319;9,5;164384;755372;11,2;0 005 632;eur;
2007019;VE;20070511;20070711;12;26;49;7;29;6;2;-7-12-26-29-49-;-2-6-;3;3;17782555;3;6;529655,2;5;13;69372,7;49;189;3408,3;504;1891;227,1;845;3159;95,1;1897;7262;59,1;21069;81233;26,9;25201;98122;19,2;33749;129523;15,5;124691;502440;8,6;289769;1132650;9;6 976 361;eur;
2007018;VE;20070504;20070704;17;41;35;6;45;1;5;-6-17-35-41-45-;-1-5-;0;0;0;1;6;491548,5;2;6;139493,5;24;97;6163,1;268;1343;296,7;409;2007;139;1012;4508;88,4;14570;63720;31,8;17154;71629;24,4;20657;90880;20,6;96008;399788;10;232219;990868;9,6;4 718 083;eur;
2007017;VE;20070427;20070627;44;18;7;36;27;1;2;-7-18-27-36-44-;-1-2-;0;0;0;3;21;130508,2;12;42;18518;21;99;5611,5;551;2336;158,5;794;3608;71,8;814;3724;99,4;17626;78227;24,1;12023;52694;30,9;25884;118911;14,6;63511;275854;13,5;232738;1000480;8,8;7 286 184;eur;
2007016;VE;20070420;20070620;41;26;32;45;23;3;7;-23-26-32-41-45-;-3-7-;0;0;0;0;2;1318922,5;2;3;249525,8;40;166;3221;317;1358;262,4;483;2043;122,1;1328;6498;54,8;12402;58066;31,3;18219;88082;17,8;19767;88523;18,9;103339;487785;7,3;176325;826026;10,3;7 665 346;eur;
2007015;VE;20070413;20070613;20;41;38;7;25;3;7;-7-20-25-38-41-;-3-7-;0;1;15000000;1;7;463378,8;5;9;102277,3;40;163;4033,7;465;1520;288,3;679;2210;138,8;2422;7741;56,6;23779;73439;30,4;39691;120877;15,9;33716;102623;20;213400;639307;6,9;369561;1095649;9,6;5 097 320;eur;
2007014;VE;20070406;20070606;41;48;29;23;15;6;3;-15-23-29-41-48-;-3-6-;1;1;26945909;0;4;690622,8;0;7;111992,8;17;79;7088,1;260;1167;319,8;351;1698;153,8;995;4480;83,3;13878;61761;30,8;15051;66901;24,5;20360;89860;19,5;84616;367332;10,2;215414;932370;9,6;6 809 107;eur;
2007013;VE;20070330;20070530;19;9;46;17;41;1;8;-9-17-19-41-46-;-1-8-;0;0;0;1;4;691860,2;2;7;112193,5;30;89;6303;302;1239;301,8;530;2057;127,2;880;3555;105,1;14691;60164;31,7;13113;52189;31,5;24800;103128;17;70445;281418;13,4;218780;892553;10;2 676 327;eur;
2007012;VE;20070323;20070523;43;17;5;40;13;3;1;-5-13-17-40-43-;-1-3-;0;1;41023864;1;6;513550,1;1;10;87442,3;24;107;5837,2;412;1699;245;576;2620;111,2;1300;5472;76;18491;81497;26;19152;78967;23,2;26397;117172;16,7;96125;393933;10,6;265389;1144775;8,7;1 802 362;eur;
2007011;VE;20070316;20070516;45;4;31;49;14;9;4;-4-14-31-45-49-;-4-9-;0;0;0;1;6;489452,9;1;4;208348,2;27;93;6400,8;308;1284;309;453;1899;146,2;1158;4723;84;13601;57990;34,9;16844;69075;25,2;20334;89372;20,8;88430;362129;11;217798;909586;10,4;2 340 753;eur;
2007010;VE;20070309;20070509;43;25;3;2;48;9;6;-2-3-25-43-48-;-6-9-;0;0;0;2;4;728888,6;2;6;137897,8;8;59;10016,7;225;955;412,5;364;1572;175,4;737;3281;120;12371;52228;38,4;13601;56041;30,9;19735;85533;21,6;77354;313212;12,7;213324;880878;10,7;7 441 050;eur;
2007009;VE;20070302;20070502;3;16;48;34;38;8;5;-3-16-34-38-48-;-5-8-;0;2;21100851;4;11;293848,7;1;15;61152,3;40;139;4713,6;429;1864;234,3;638;2510;121,8;1423;6542;66,7;17343;75895;29,3;20086;92777;20,7;24695;105150;19,5;109027;490930;8,9;251020;1096478;9,5;5 914 246;eur;
2007008;VE;20070223;20070425;20;2;22;18;15;5;2;-2-15-18-20-22-;-2-5-;0;0;0;1;15;203870,4;5;13;66755,9;56;249;2489,4;623;2498;165,4;699;2774;104,2;2286;9965;41,4;24248;98747;21,3;28460;122923;14,7;28846;115943;16,7;131233;566979;7,3;304244;1274259;7,7;1 427 293;eur;
2007007;VE;20070216;20070418;19;39;20;50;8;6;9;-8-19-20-39-50-;-6-9-;0;0;0;3;7;427057,8;0;5;169668,9;21;100;6059,6;334;1518;266,1;514;2185;129,4;1024;4264;94,7;17312;71288;28,9;15846;64006;27,7;26352;109769;17,2;81763;329244;12,3;257002;1041810;9,3;1 510 408;eur;
2007006;VE;20070209;20070411;36;16;46;30;14;8;2;-14-16-30-36-46-;-2-8-;0;1;100000000;4;17;355280,9;5;33;51939,1;55;226;5417,1;764;2832;288,2;1127;4273;133,7;3198;10942;74,5;38096;138995;29,9;47948;159121;22,5;61749;225145;17;264626;872969;9,4;540375;1880989;10,4;2 319 882;eur;
2007005;VE;20070202;20070404;36;14;27;23;30;1;6;-14-23-27-30-36-;-1-6-;0;1;27173863;2;6;514292,2;4;17;51510,9;20;133;4702,9;409;2138;195;1242;6596;44,2;1164;4979;83,7;16243;72210;29,4;16944;72653;25,2;26961;125446;15,6;93968;395750;10,6;228804;1021443;9,7;7 358 974;eur;
2007004;VE;20070126;20070328;38;11;23;15;30;4;9;-11-15-23-30-38-;-4-9-;0;0;0;1;7;405759,4;1;12;67169,6;28;158;3643,9;354;2199;174,5;594;3553;75,6;1127;5167;74,2;16412;74552;26,2;16397;69862;24,1;27717;128056;14;86100;352140;11;233957;1008823;9,1;8 663 206;eur;
2007003;VE;20070119;20070321;27;5;13;33;42;4;2;-5-13-27-33-42-;-2-4-;0;1;15000000;4;12;243352,1;4;27;30693;44;153;3868,8;505;2419;163,1;787;3909;70,6;1462;6152;64,1;18895;83963;23,9;20114;82007;21,1;30202;137036;13,5;99130;405624;9,8;261686;1109870;8,5;4 573 118;eur;
2007002;VE;20070112;20070314;14;8;25;19;11;3;5;-8-11-14-19-25-;-3-5-;0;1;15000000;3;8;380580;5;15;57601,3;83;316;1953;802;2862;143,7;1075;3782;76,1;2664;10101;40,7;27739;101524;20,6;30715;125003;14,4;37142;130992;14,7;140457;601008;6,9;333406;1303014;7,5;0 459 380;eur;
2007001;VE;20070105;20070307;17;45;36;29;19;6;5;-17-19-29-36-45-;-5-6-;2;2;39156078;1;4;952637,9;3;14;77240,9;36;113;6835,4;539;2016;255,4;679;2669;135;1398;5761;89,3;22364;91708;28,6;20371;85296;26,5;30374;121301;19,9;114688;468646;11;337999;1373639;8,9;5 748 897;eur;
2006052;VE;20061229;20070228;14;9;6;13;35;3;4;-6-9-13-14-35-;-3-4-;0;0;0;1;7;522022,5;3;9;115221,1;43;122;6071,3;624;2153;229,3;955;3045;113,5;1788;6362;77,6;29850;105993;23,7;24391;91765;23,6;43213;148693;15,6;116171;454975;10,9;391735;1491516;7,9;7 332 445;eur;
2006051;VE;20061222;20070221;20;11;43;9;38;2;3;-9-11-20-38-43-;-2-3-;0;0;0;2;4;881182,6;3;11;90932,8;32;108;6615,4;461;1782;267,2;591;2470;134,9;1136;4608;103,3;22680;88394;27,4;17755;69456;30,1;30770;120749;18,5;93704;373842;12,8;336836;1303624;8,7;3 565 053;eur;
2006050;VE;20061215;20070214;35;37;9;42;23;3;7;-9-23-35-37-42-;-3-7-;0;0;0;2;8;406071,1;3;16;57618,2;54;226;2913,6;583;2110;208;756;3022;101,6;1916;8443;51,9;20272;81582;27,4;25424;111666;17,2;30025;121425;16,9;142859;596172;7,4;257340;1072415;9,8;5 405 883;eur;
2006049;VE;20061208;20070207;47;36;17;16;18;1;2;-16-17-18-36-47-;-1-2-;0;0;0;1;2;1510766,8;1;4;214365,5;16;65;9422,6;251;1019;400,7;353;1505;189,9;869;3478;117,3;14233;54888;37,9;13586;52144;34,4;21206;84860;22,6;77340;293923;14;244244;927011;10,5;9 238 034;eur;
