annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
20222107;LUNDI   ;05/09/2022;05/11/2022;5;1;35;27;40;4;1-5-27-35-40+4;0;2000000;3;48689,6;21;1697,7;209;615,2;1198;64,1;11472;24,1;18986;11,3;183508;4,6;285721;2,2;10;20000;R 8688 6566,P 6011 1706,H 8136 5024,N 2897 4686,N 1932 2895,D 7596 2341,B 3736 0540,P 5265 5249,R 4891 1585,B 5234 5428;2;8;18;31;44;;2-8-18-31-44;1;103518;246;413,4;9556;27,3;131535;3;4 178 429;eur;
20222106;SAMEDI  ;03/09/2022;03/11/2022;35;24;44;38;32;6;24-32-35-38-44+6;1;16000000;5;59360,7;75;965,9;613;426,2;2579;60,5;23897;23,5;34284;12,7;322142;5,3;545532;2,2;10;20000;K 0240 3862,G 5988 5135,S 3747 5882,Q 4637 7091,J 5988 3113,B 9466 2363,N 3774 5704,O 7003 6773,G 3942 0405,J 1786 6979;5;6;24;33;44;;5-6-24-33-44;1;192410;394;477;16967;28,4;245742;3;3 924 934;eur;
20222105;MERCREDI;31/08/2022;31/10/2022;9;39;10;15;45;7;9-10-15-39-45+7;0;15000000;0;177877,3;63;3512,5;366;427,8;2555;36,6;17374;19,3;41477;6,3;267471;3,8;589506;2,2;10;20000;B 7339 1110,W 3204 6490,C 8825 9699,Q 6552 5778,E 2022 0309,D 4397 7118,K 3029 4918,J 4937 2870,F 8750 7425,H 5524 5694;8;12;16;24;33;;8-12-16-24-33;6;23083;518;227,4;17201;17,6;197702;3;5 909 161;eur;
20222104;LUNDI   ;29/08/2022;29/10/2022;5;10;28;34;22;4;5-10-22-28-34+4;0;14000000;0;175437,8;68;3209,6;472;327,2;2271;40,6;20054;16,5;28935;8,9;262613;3,8;340445;2,2;10;20000;F 0874 0547,G 3126 7398,H 3317 2060,E 6616 5945,T 1555 3954,K 3428 6651,O 7579 3606,F 4850 1517,C 1645 2597,V 4741 5547;6;7;12;35;36;;6-7-12-35-36;1;117491;185;604,1;10115;28,4;153658;3;7 281 304;eur;
20222103;SAMEDI  ;27/08/2022;27/10/2022;32;39;22;11;34;3;11-22-32-34-39+3;0;13000000;1;264673,1;41;1575,6;461;505,4;2560;54,3;21235;23,5;38456;10,1;321299;4,8;562415;2,2;10;20000;R 5339 0179,A 8222 3428,J 3767 6535,L 1809 8883,K 8461 3391,L 0303 0998,G 9450 1834,H 1103 0248,F 8939 5296,K 9190 7470;11;15;32;37;49;;11-15-32-37-49;1;178083;252;788,1;12884;39,6;198108;3;5 598 203;eur;
20222102;MERCREDI;24/08/2022;24/10/2022;39;42;36;27;22;10;22-27-36-39-42+10;0;12000000;1;209971,1;19;2697,3;346;534,2;1286;85,8;16037;24,7;20477;15,1;236458;5,1;313480;2,2;10;20000;L 6735 8695,H 9289 6685,F 7907 8956,H 5387 5970,N 3358 8409,S 9530 5347,F 0841 4513,V 3592 5261,I 0550 7204,M 6681 4799;1;4;10;26;33;;1-4-10-26-33;0;129583;327;369;12905;24;172529;3;6 188 277;eur;
20222101;LUNDI   ;22/08/2022;22/10/2022;39;46;2;9;44;9;2-9-39-44-46+9;0;11000000;1;169497,7;35;1182;216;690,8;1380;64,6;11688;27,4;22308;11,1;192021;5,1;332182;2,2;10;20000;N 4258 2882,T 7196 7326,Q 3292 8056,D 4765 5671,U 7670 2454,D 8706 0641,U 3836 0831,V 8205 0646,M 0609 4995,S 8031 2878;1;4;10;21;25;;1-4-10-21-25;2;57110;381;253,9;14222;17,4;163526;3;2 313 780;eur;
20222100;SAMEDI  ;20/08/2022;20/10/2022;21;38;17;1;46;2;1-17-21-38-46+2;0;10000000;2;139706,2;48;1420,7;428;574,7;2085;70,4;21927;24,1;31524;13;334725;4,8;459229;2,2;10;20000;H 3440 1147,Q 9776 7781,C 0503 2541,R 9787 6036,G 5098 6973,R 8490 7537,V 7249 1015,F 8026 7402,U 7020 3526,U 3890 3275;3;20;28;44;46;;3-20-28-44-46;1;176513;306;619,9;13453;36,2;204900;3;2 354 164;eur;
20222099;MERCREDI;17/08/2022;17/10/2022;16;5;14;29;17;3;5-14-16-17-29+3;0;9000000;1;190249,3;76;610,9;607;275,9;2726;36,7;23502;15,3;34524;8,1;296981;3,7;391253;2,2;10;20000;D 2670 7365,B 5930 8426,K 4642 1000,O 4043 1806,V 8152 3742,T 9299 3713,M 8003 5631,E 3696 3646,K 3406 4695,S 8073 9737;13;31;34;42;43;;13-31-34-42-43;1;128151;241;597,7;10084;36,7;141236;3;1 510 255;eur;
20222098;LUNDI   ;15/08/2022;15/10/2022;34;4;48;42;22;3;4-22-34-42-48+3;0;8000000;8;17802,2;29;1198,6;297;422,1;1327;56,4;11580;23,2;18846;11,1;169186;4,9;303774;2,2;10;20000;O 9201 7064,N 6883 4425,R 9505 8787,U 0789 1292,L 0072 9628,V 3776 3768,J 9991 4940,V 0963 2962,H 2568 7089,O 9183 1207;18;19;25;43;47;;18-19-25-43-47;1;100000;165;634;7633;35,2;114643;3;4 911 872;eur;
20222097;SAMEDI  ;13/08/2022;13/10/2022;17;38;37;11;39;2;11-17-37-38-39+2;0;7000000;1;262752,6;38;1687,6;431;536,6;1832;75,4;18917;26,2;28711;13,4;302942;5;421906;2,2;10;20000;C 1510 4437,J 3031 1508,I 1927 7926,C 5649 0940,C 2384 7768,S 0982 5247,I 5786 7718,D 8929 9596,Q 4018 0139,S 0417 8173;28;34;36;38;41;;28-34-36-38-41;3;55584;258;802,7;11322;47;160348;3;0 638 329;eur;
20222096;MERCREDI;10/08/2022;10/10/2022;15;35;11;28;9;2;9-11-15-28-35+2;0;6000000;4;47864,2;41;1139,7;554;304,2;1943;51,8;21960;16,5;25036;11,2;280894;3,9;294488;2,2;10;20000;K 9642 9065,W 3085 0613,J 8132 4589,H 1786 3871,J 8808 9071,U 2896 8765,J 3852 3040,V 4323 7057,D 7519 4402,B 0638 0680;11;16;32;40;41;;11-16-32-40-41;1;121432;151;958,9;7972;46,7;123941;3;3 780 064;eur;
20222095;LUNDI   ;08/08/2022;08/10/2022;41;22;3;37;40;2;3-22-37-40-41+2;0;5000000;0;157095,1;18;10857,6;220;628,6;1014;81,5;10868;27,3;15627;14,8;170700;5,3;254966;2,2;10;20000;O 5801 9970,A 1390 7611,D 3032 1419,W 3062 7638,A 6832 1057,F 0403 0791,L 9032 5558,M 0893 0561,O 0993 8156,H 1181 6514;8;10;16;26;35;;8-10-16-26-35;1;103632;241;409;10235;24,7;135526;3;6 208 133;eur;
20222094;SAMEDI  ;06/08/2022;06/10/2022;37;28;23;38;6;1;6-23-28-37-38+1;0;4000000;3;86972,3;30;2122,7;380;604,4;1621;84,6;19933;24,7;25564;15;314474;4,8;358692;2,2;10;20000;O 0117 4428,P 6107 5021,W 3070 5205,E 7631 1997,R 9956 3030,Q 5400 7214,L 6173 0952,B 9795 2887,D 8787 8114,H 9863 4934;2;21;29;38;44;;2-21-29-38-44;1;161808;261;676;12448;36,4;184798;3;7 846 454;eur;
20222093;MERCREDI;03/08/2022;03/10/2022;45;10;5;40;32;5;5-10-32-40-45+5;0;3000000;6;26992,4;39;1013,5;264;540;1961;43,4;12757;24;29242;8,1;200413;4,7;394977;2,2;10;20000;M 7538 5852,I 4633 1764,F 2366 8173,Q 2074 2014,S 6907 0682,A 5138 7991,N 0539 0042,B 4326 8515,E 3096 8757,P 7093 9983;10;14;23;28;31;;10-14-23-28-31;3;39016;366;286,7;12817;21;160661;3;5 810 365;eur;
20222092;LUNDI   ;01/08/2022;01/10/2022;38;1;4;23;30;6;1-4-23-30-38+6;0;2000000;2;72206,7;25;1409,9;278;457,3;1267;59,9;12848;21,2;19210;11;189532;4,4;257794;2,2;10;20000;C 2091 3108,D 4468 6572,S 6907 2812,F 2177 2238,U 9469 7275,M 2284 3713,K 8911 1530,L 9410 9846,V 2671 8789,C 7186 4533;15;24;36;45;47;;15-24-36-45-47;0;100000;155;754;6784;44,3;102720;3;8 724 758;eur;
20222091;SAMEDI  ;30/07/2022;29/09/2022;14;21;24;2;38;6;2-14-21-24-38+6;1;4000000;2;124731,7;56;1087,2;564;389,3;2488;52,7;23783;19,8;34045;10,7;328968;4,4;447220;2,2;10;20000;N 0592 9390,U 2001 5630,H 2366 8105,B 9806 1920,V 8200 5485,K 2511 6413,B 1185 7004,N 6338 8004,J 9258 1653,F 8931 8122;5;12;17;22;23;;5-12-17-22-23;4;41021;649;178;23173;12,8;262800;3;4 465 659;eur;
20222090;MERCREDI;27/07/2022;26/09/2022;13;43;31;47;46;10;13-31-43-46-47+10;0;3000000;0;184481,7;19;12079,4;252;644,4;1286;75,4;12987;26,8;18123;14,9;196043;5,4;273588;2,2;10;20000;G 8771 6796,I 5159 1518,T 6259 0856,Q 0965 4351,G 6071 8064,Q 1255 2890,F 1381 3823,D 3711 0814,W 3026 2983,O 9900 5361;21;25;28;33;41;;21-25-28-33-41;0;116776;190;678,8;8769;37,8;131420;3;8 489 555;eur;
20222089;LUNDI   ;25/07/2022;24/09/2022;26;42;13;7;24;2;7-13-24-26-42+2;0;2000000;2;72354,7;50;706,4;611;208,4;1741;43,7;19950;13,7;20253;10,5;228679;3,6;222637;2,2;10;20000;S 5377 5050,B 4393 9265,S 6189 0939,S 8001 4259,Q 1120 1237,E 5806 5111,E 5448 5678,B 5971 5007,K 9872 7043,A 3165 2837;4;5;19;43;48;;4-5-19-43-48;0;100000;158;615;7531;33,1;118949;3;9 748 633;eur;
20222088;SAMEDI  ;23/07/2022;22/09/2022;15;47;39;25;41;9;15-25-39-41-47+9;1;5000000;2;120268,9;45;1304,6;343;617,3;1920;65,9;16568;27,4;29177;12,1;261016;5,3;492186;2,2;10;20000;T 7519 0149,A 2236 6992,M 3148 4105,H 3247 5922,R 1030 9359,F 8798 1680,M 3605 1186,B 9286 3398,F 0453 5164,U 1188 8660;3;23;37;43;44;;3-23-37-43-44;1;163125;276;659,1;13448;34,7;181488;3;8 728 624;eur;
20222087;MERCREDI;20/07/2022;19/09/2022;29;21;31;47;17;4;17-21-29-31-47+4;0;4000000;1;175991,9;51;842,2;379;408,7;1808;51,2;16732;19,9;25230;10,2;229561;4,4;341504;2,2;10;20000;D 2684 6911,F 2868 4745,T 9651 3410,D 6915 1744,M 3978 1927,T 2023 6370,J 7679 6511,R 3452 4167,G 9442 3636,E 5743 9989;24;34;35;46;47;;24-34-35-46-47;0;118570;146;1050,3;6750;58,4;106774;3;4 187 373;eur;
20222086;LUNDI   ;18/07/2022;17/09/2022;18;29;49;37;5;8;5-18-29-37-49+8;0;3000000;3;45423,4;42;791,9;330;363,5;1588;45,1;12907;19,9;20842;9,6;181156;4,3;275269;2,2;10;20000;F 5753 4143,H 9721 4789,L 8406 7561,P 6642 7724,T 9871 4773,I 3076 4819,N 3590 6359,Q 5840 5768,D 9483 0435,T 2282 3155;22;29;30;42;45;;22-29-30-42-45;0;100000;151;697,2;7083;38,2;111627;3;6 587 762;eur;
20222085;SAMEDI  ;16/07/2022;15/09/2022;3;33;4;49;14;3;3-4-14-33-49+3;0;2000000;1;223487,2;60;909,1;393;500,6;2532;46,4;19117;22,1;36962;8,9;297092;4,3;468231;2,2;10;20000;P 5060 1336,P 8429 2877,H 4793 8628,O 9986 1187,N 1671 3592,O 0606 3893,I 7034 8399,P 4797 6049,C 3235 7377,N 3627 2962;9;13;19;45;48;;9-13-19-45-48;1;154163;346;396,7;15212;23,2;212794;3;2 119 067;eur;
20222084;MERCREDI;13/07/2022;12/09/2022;30;48;7;31;46;3;7-30-31-46-48+3;1;4000000;2;90496,5;30;1472,5;290;549,4;1798;52,9;15404;22,2;26139;10,1;220013;4,7;387889;2,2;10;20000;S 0573 3696,P 3592 1041,F 7361 3866,M 2878 9105,J 5755 0764,P 2931 2963,H 0930 6297,K 1201 2373,S 9818 3992,P 5174 0686;4;9;21;31;33;;4-9-21-31-33;0;126441;246;497,1;11342;27,7;162938;3;4 526 542;eur;
20222083;LUNDI   ;11/07/2022;10/09/2022;10;5;49;47;1;1;1-5-10-47-49+1;0;3000000;1;161501,5;32;1231,8;447;318;1682;50,5;16950;18;19794;12;215168;4,3;216242;2,2;10;20000;J 2536 6074,Q 2524 3838,P 6518 0131,W 2976 3882,G 4084 3167,U 4970 3748,W 2976 2625,P 1288 1236,R 4120 0364,I 7519 2967;10;12;22;25;36;;10-12-22-25-36;0;102968;266;335,4;11066;20,7;145046;3;6 403 652;eur;
20222082;SAMEDI  ;09/07/2022;08/09/2022;37;24;34;9;8;2;8-9-24-34-37+2;0;2000000;1;254619,7;39;1593,5;396;566;1943;68,9;21108;22,8;30306;12,3;322671;4,6;402214;2,2;10;20000;D 3362 7881,K 8169 5366,T 2979 2711,F 0392 0643,B 4237 3388,G 8670 8718,P 9615 3752,U 0223 4343,T 2423 5848,C 0065 6836;4;5;8;33;38;;4-5-8-33-38;1;164616;225;718,1;13240;31,3;209344;3;5 954 630;eur;
20222081;MERCREDI;06/07/2022;05/09/2022;43;16;10;25;44;4;10-16-25-43-44+4;1;16000000;0;214813,2;40;6681,1;363;520,9;1978;57,1;18235;22,3;31203;10,1;272410;4,5;434417;2,2;10;20000;Q 9910 7181,I 1818 1386,I 1510 7226,F 9212 5963,Q 0956 7043,A 7301 8314,M 6701 2626,G 4969 0629,N 7203 5913,L 5706 3303;7;12;15;23;38;;7-12-15-23-38;0;143728;435;267,7;17103;17,5;212067;3;3 409 047;eur;
20222080;LUNDI   ;04/07/2022;03/09/2022;18;20;4;12;26;8;4-12-18-20-26+8;0;15000000;6;30410;86;517,8;827;194,2;2923;32,8;25927;13,3;33595;7,9;294279;3,6;363818;2,2;10;20000;G 8213 2709,F 3667 8276,O 1098 1184,E 8874 9123,B 6393 0922,W 2945 3505,Q 5388 3246,M 9180 7072,I 4995 4693,C 5527 9094;3;13;32;37;44;;3-13-32-37-44;1;123330;228;569,1;10504;31,7;146483;3;1 162 999;eur;
20222079;SAMEDI  ;02/07/2022;01/09/2022;32;20;22;46;34;9;20-22-32-34-46+9;0;14000000;4;64860,5;59;1073,2;396;576,7;2031;67,2;18263;26,8;31151;12,2;285051;5,3;523270;2,2;10;20000;V 0795 9954,G 2146 6597,P 1496 6629,T 8122 9462,E 3359 0091,D 5251 8298,U 4995 5686,U 5940 0930,P 1687 2768,J 8886 6969;6;14;38;41;42;;6-14-38-41-42;0;173216;277;717,4;11865;43;186121;3;2 974 116;eur;
20222078;MERCREDI;29/06/2022;29/08/2022;16;47;43;24;26;9;16-24-26-43-47+9;0;6000000;1;176529,2;21;2051,7;246;631,7;1451;64;13306;25,1;22435;11,5;207519;4,9;340557;2,2;10;20000;P 9091 7868,P 2443 4102,K 2285 5659,F 7091 3241,B 7337 7048,L 0450 5060,A 7202 7060,T 1486 3349,G 8924 7452,S 3509 8317;3;10;25;37;44;;3-10-25-37-44;1;118414;234;513,7;10074;30,6;145826;3;0 921 207;eur;
20222077;LUNDI   ;27/06/2022;27/08/2022;34;31;36;24;37;1;24-31-34-36-37+1;0;5000000;2;75672,9;15;2462,6;205;649,9;739;107,7;9302;30,8;13045;17;149652;5,8;219978;2,2;10;20000;J 3080 0303,S 6856 0328,G 2998 1065,O 1488 2288,R 2449 7074,R 4124 0653,M 3946 1849,E 1290 2776,O 5509 6422,W 2903 2269;8;13;14;30;46;;8-13-14-30-46;0;100000;195;485,9;8779;27,7;127591;3;0 243 284;eur;
20222076;SAMEDI  ;25/06/2022;25/08/2022;2;47;40;31;49;9;2-31-40-47-49+9;0;4000000;2;116117,3;45;1259,6;292;700,1;1686;72,4;15277;28,7;27451;12,4;242743;5,5;469299;2,2;10;20000;F 4964 1225,V 3419 6898,I 6456 3611,K 8495 1429,B 5854 1695,S 4239 2156,A 9386 8368,D 9817 5710,M 2129 4444,P 3058 5221;2;4;19;31;45;;2-4-19-31-45;3;52587;320;498,6;13570;30,2;195010;3;3 953 988;eur;
20222075;MERCREDI;22/06/2022;22/08/2022;17;40;10;27;23;2;10-17-23-27-40+2;0;3000000;3;59024,9;36;1200,5;420;371,1;1732;53,7;19282;17,3;22657;11,5;251827;4,1;274013;2,2;10;20000;P 6673 2189,K 9508 9805,Q 8162 0677,S 5633 4057,G 8523 2653,N 2896 7193,A 6853 9067,U 1957 8147,E 9621 9926,T 1573 0532;11;18;22;35;43;;11-18-22-35-43;1;113281;208;551,9;9889;29,8;139776;3;7 341 912;eur;
20222074;LUNDI   ;20/06/2022;20/08/2022;27;47;23;48;14;3;14-23-27-47-48+3;0;2000000;1;130456,1;25;1273,6;269;426,9;1335;51,4;11531;21,4;19894;9,6;168838;4,5;283663;2,2;10;20000;G 2947 7928,D 5221 6360,I 2531 6028,V 4002 9544,H 1467 7621,P 8904 7236,I 4158 9129,W 2879 3663,H 8718 9866,S 7404 1481;16;23;37;41;45;;16-23-37-41-45;2;50000;161;704,6;6701;43,5;97028;3;2 284 813;eur;
20222073;SAMEDI  ;18/06/2022;18/08/2022;31;1;12;32;28;9;1-12-28-31-32+9;2;2000000;3;79373,2;50;1162,3;477;439,4;2463;50,8;23087;19,5;36253;9,6;330100;4,2;483394;2,2;10;20000;K 8744 3197,A 0327 5417,Q 0407 9716,A 8383 8212,L 8535 7400,D 5799 2295,G 0471 7461,B 2795 2796,P 0206 8091,I 5646 9848;9;26;30;31;38;;9-26-30-31-38;0;161924;283;600,6;13389;32,6;192760;3;1 477 474;eur;
20222072;MERCREDI;15/06/2022;15/08/2022;11;37;44;13;21;6;11-13-21-37-44+6;0;3000000;1;175753,3;49;875,4;458;337,8;1935;47,7;18726;17,7;25974;9,9;251642;4;313760;2,2;10;20000;D 4630 2254,L 7941 2878,M 0978 7583,Q 2068 6104,L 2479 0934,O 0616 9458,I 7286 8508,C 1021 9120,O 2813 3343,M 7620 1605;1;23;30;32;47;;1-23-30-32-47;2;58120;143;939,9;7726;44,7;123634;3;1 304 214;eur;
20222071;LUNDI   ;13/06/2022;13/08/2022;44;45;46;43;31;10;31-43-44-45-46+10;0;2000000;0;152046,6;27;7005,8;252;531,1;1052;76;8744;32,9;13389;16,7;136360;6,5;225897;2,2;10;20000;Q 6788 5926,D 6822 6171,I 4970 4108,L 3161 4748,F 7152 3386,U 3628 1019,R 9389 5396,D 1743 0463,L 1274 3022,H 3935 2360;7;22;31;37;44;;7-22-31-37-44;1;100233;231;435;9213;28;124956;3;5 547 886;eur;
20222070;SAMEDI  ;11/06/2022;11/08/2022;7;28;4;11;10;8;4-7-10-11-28+8;2;5000000;16;17167;207;323,8;1798;134,4;5474;26,3;50203;10,3;58480;6,9;503535;3,1;562234;2,2;10;20000;A 4363 8949,F 2186 8844,W 2853 1824,S 8076 8374,A 6644 3403,N 8103 8637,E 2895 6313,H 5243 5993,M 7563 1435,I 5545 0038;6;12;24;26;36;;6-12-24-26-36;2;91061;610;270,3;20538;20,6;248068;3;2 020 334;eur;
20222069;MERCREDI;08/06/2022;08/08/2022;38;33;39;27;26;5;26-27-33-38-39+5;0;9000000;0;193707,8;35;6885,3;294;580;1537;66,3;13357;27,4;27640;10,3;229116;4,9;458590;2,2;10;20000;L 3569 7747,E 8923 2931,L 9534 1147,B 4059 9207,A 2597 5273,B 3056 8171,N 0976 0070,D 1488 7173,H 5595 0839,G 5832 5759;17;30;46;47;49;;17-30-46-47-49;0;134532;180;881,2;9382;43,4;139445;3;6 629 662;eur;
20222068;LUNDI   ;06/06/2022;06/08/2022;20;5;22;23;18;5;5-18-20-22-23+5;0;8000000;1;140874,3;65;528,9;462;268,4;2891;25,6;18057;14,7;32670;6,3;227791;3,6;321175;2,2;10;20000;O 8568 2833,H 8921 0028,U 3430 0305,H 0222 7072,V 1613 3036,H 2942 6581,M 1353 6890,Q 2935 6782,L 4382 5634,K 1831 8210;1;4;16;18;49;;1-4-16-18-49;0;100000;226;414,2;9792;24,5;130683;3;2 966 487;eur;
20222067;SAMEDI  ;04/06/2022;04/08/2022;9;23;17;42;6;5;6-9-17-23-42+5;0;7000000;2;123150,6;90;667,9;833;260,2;4016;32,2;31871;14,6;51073;7,1;394132;3,6;573964;2,2;10;20000;J 0028 9364,N 8367 5068,L 3578 9052,S 9268 2991,O 9071 8430,I 1162 5811,B 8895 6747,T 8127 8656,J 9334 4019,A 1393 8844;13;37;42;43;44;;13-37-42-43-44;0;173385;236;826,6;13275;37,7;190866;3;9 580 537;eur;
20222066;MERCREDI;01/06/2022;01/08/2022;33;4;35;22;2;7;2-4-22-33-35+7;0;6000000;1;158285,4;51;757,5;321;434;2339;35,6;14934;20;36148;6,4;227104;4;510910;2,2;10;20000;L 2910 6112,J 8004 8752,I 7987 4468,G 5441 2970,P 9566 0579,O 9383 0769,H 5405 8084,M 0779 1180,B 4707 9120,Q 3343 2169;3;5;6;14;24;;3-5-6-14-24;0;124798;401;241,8;15294;16,3;189064;3;2 845 681;eur;
20222065;LUNDI   ;30/05/2022;30/07/2022;22;12;38;13;14;2;12-13-14-22-38+2;0;5000000;2;78568,2;32;1198,5;304;455;1440;57,4;16788;17,7;22168;10,4;235756;3,8;243085;2,2;10;20000;F 5905 5161,S 2820 2615,L 5632 4023,G 9040 0899,F 7407 6763,D 9281 6382,O 0693 3305,S 4742 0538,S 5660 0188,L 4976 4560;9;19;29;31;38;;9-19-29-31-38;3;34379;248;400,9;10080;25,3;133311;3;2 730 015;eur;
20222064;SAMEDI  ;28/05/2022;28/07/2022;20;27;21;26;7;7;7-20-21-26-27+7;0;4000000;2;105230,2;117;439;577;321,1;5211;21,2;27485;14,4;64995;4,7;362236;3,3;631907;2,2;10;20000;B 1200 7251,D 0941 1837,H 6751 9197,K 4159 1897,S 2032 2476,D 0187 3913,Q 5598 3017,C 0532 6252,I 7048 6720,L 1606 8984;1;8;11;36;44;;1-8-11-36-44;1;160691;309;509,9;14643;27,6;204527;3;7 524 955;eur;
20222063;MERCREDI;25/05/2022;25/07/2022;37;30;24;27;45;10;24-27-30-37-45+10;0;3000000;0;191450,3;28;8506,3;307;548,9;1266;79,5;14238;25,4;19846;14,2;222027;5;284114;2,2;10;20000;H 8833 3946,K 1924 0165,A 0680 1376,K 5053 3529,P 4886 6205,K 6882 6616,A 3462 4191,W 2769 1279,T 8594 3279,M 6031 2924;8;9;24;31;39;;8-9-24-31-39;1;121356;200;599,6;10278;30;153366;3;3 990 856;eur;
20222062;LUNDI   ;23/05/2022;23/07/2022;30;26;48;41;47;6;26-30-41-47-48+6;0;2000000;0;140902;16;10955,8;161;770,4;1001;74;9153;29,1;15501;13,3;143010;5,7;263242;2,2;10;20000;I 7989 1398,C 1913 8340,P 8443 2289,M 1602 9743,R 3340 2032,T 9329 1772,T 7658 0452,J 6880 9779,F 4162 5295,P 0016 3885;5;13;18;43;49;;5-13-18-43-49;2;50000;229;383,4;9695;23,2;134872;3;0 677 792;eur;
20222061;SAMEDI  ;21/05/2022;21/07/2022;1;12;41;7;21;4;1-7-12-21-41+4;1;2000000;3;81147,9;69;861,1;772;277,6;3245;39,4;31828;14,4;41150;8,7;388396;3,6;458596;2,2;10;20000;B 9365 1870,I 8284 8883,A 6659 3699,I 1066 0837,K 5639 5053,I 5066 4000,F 7637 3174,D 9297 2203,V 8170 4134,C 5041 1573;13;29;32;44;45;;13-29-32-44-45;2;81385;299;590,3;13226;34,3;187079;3;5 661 583;eur;
20222060;MERCREDI;18/05/2022;18/07/2022;14;23;22;45;36;7;14-22-23-36-45+7;1;16000000;2;95086,8;62;748,6;433;386,6;2683;37,2;17818;20,2;40797;6,8;263973;4,2;591366;2,2;10;20000;H 2936 9424,C 8120 8754,W 2740 4302,N 9289 1303,H 7300 1999,U 2120 0821,M 4745 2011,V 5244 8502,G 7760 4227,U 3547 0283;3;6;19;27;45;;3-6-19-27-45;1;143139;394;320,5;15679;20,7;198910;3;2 241 580;eur;
20222059;LUNDI   ;16/05/2022;16/07/2022;21;33;4;14;32;1;4-14-21-32-33+1;0;15000000;0;207043,9;33;7805,4;403;452,2;1377;79;16828;23,2;21225;14,3;248458;4,8;301329;2,2;10;20000;W 2733 6630,Q 5290 1685,Q 3045 0177,L 5488 3791,U 7662 1783,G 0191 0721,A 2596 6730,U 4223 7764,T 6436 1136,W 2720 1180;4;13;24;27;29;;4-13-24-27-29;0;127475;475;214,1;16599;15,7;189944;3;4 151 930;eur;
20222058;SAMEDI  ;14/05/2022;14/07/2022;4;44;29;32;24;4;4-24-29-32-44+4;0;14000000;1;272345,9;86;772,9;616;389,2;3468;41,3;24279;21,2;41386;9,6;334308;4,7;523479;2,2;10;20000;T 0817 6598,F 3760 9991,A 8933 4851,W 2701 5733,R 7765 5501,K 7787 9854,H 1651 2813,O 7058 5557,B 0768 8371,G 2944 3481;30;33;46;48;49;;30-33-46-48-49;2;88550;237;910,7;11449;48,4;175218;3;5 945 075;eur;
20222057;MERCREDI;11/05/2022;11/07/2022;23;45;7;2;46;10;2-7-23-45-46+10;0;4000000;0;187945,9;22;10628,1;336;492,4;1376;71,8;15340;23,1;19991;13,8;232223;4,7;273705;2,2;10;20000;A 9947 5314,R 9815 6877,S 7050 8728,Q 5518 0368,B 9104 5459,U 9399 0500,T 4432 0756,U 7001 3413,O 0444 6589,H 3948 6987;7;23;27;32;39;;7-23-27-32-39;1;118731;291;410,5;10527;29,1;147502;3;3 788 566;eur;
20222056;LUNDI   ;09/05/2022;09/07/2022;6;33;7;9;15;2;6-7-9-15-33+2;0;3000000;1;149934,1;36;1016,5;384;343,7;1651;47,7;18842;15;21065;10,4;234140;3,7;228854;2,2;10;20000;U 6436 7172,U 8103 0278,O 6310 2894,M 5293 6858,D 8556 5772,F 5672 7318,G 4571 9081,N 1138 1535,R 3214 4259,E 2427 6370;20;25;29;42;48;;20-25-29-42-48;0;100296;140;806;6683;43,4;110417;3;0 908 350;eur;
20222055;SAMEDI  ;07/05/2022;07/07/2022;23;37;38;7;15;3;7-15-23-37-38+3;0;2000000;3;78195,6;84;681,6;576;358,5;2946;41,8;23162;19,1;40050;8,6;320765;4,2;499745;2,2;10;20000;H 0467 3420,F 8894 2728,M 7030 8204,G 5362 8451,C 7354 2802,H 6648 9352,N 8768 0349,Q 2016 1150,R 3966 4758,S 8447 0013;12;18;19;24;42;;12-18-19-24-42;1;163591;507;273,6;18551;19,2;234001;3;2 859 471;eur;
