annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_jokerplus;devise;
2012081;MARDI   ;09/10/2012;09/12/2012;23;8;10;25;2;8;9;-2-8-10-23-25-;-8-9-;0;0;0;3;10;113637,1;5;17;22281,8;12;54;3507,3;396;1449;114,3;601;2378;69,6;470;2158;54,8;6301;28964;18,7;12546;52054;10;20738;90972;9,6;27996;138176;11,1;141782;634113;6,5;241941;1140416;3,7;0 036 906;eur;
2012080;VENDREDI;05/10/2012;05/12/2012;19;16;18;21;9;3;2;-9-16-18-19-21-;-2-3-;0;0;0;2;6;296794,7;3;13;45660,7;21;94;3157,3;446;1785;145,4;759;3016;86,1;803;3712;49,9;10462;46124;18,4;19058;79326;10,2;29902;127466;10,7;48156;219704;10,9;251189;1045093;6,2;395947;1735231;3,8;2 712 852;eur;
2012079;MARDI   ;02/10/2012;02/12/2012;16;42;21;36;4;8;7;-4-16-21-36-42-;-7-8-;0;0;0;2;6;180306,9;2;7;51516,2;5;47;3836,3;156;982;160,6;296;1526;103,3;321;1696;66,4;4374;23972;21,6;6836;37329;13,2;10958;62549;13,3;25267;130135;11,2;104499;534504;7,4;170595;912339;4,4;5 553 237;eur;
2012078;VENDREDI;28/09/2012;28/11/2012;20;26;30;33;23;6;9;-20-23-26-30-33-;-6-9-;0;1;100000000;6;18;163925,6;6;31;31727,5;30;106;4639,4;552;2137;201,3;1074;4120;104,4;1269;5319;57,7;18358;77815;18,1;22330;92587;14,6;43872;178308;12,7;99169;410460;9,7;339012;1386578;7,8;660919;2685248;4,1;2 810 992;eur;
2012077;MARDI   ;25/09/2012;25/11/2012;48;25;27;49;7;1;4;-7-25-27-48-49-;-1-4-;0;0;0;0;1;1119328,8;2;12;31092,4;2;26;7175,1;144;688;237,2;271;1425;114,5;336;1624;71,7;4887;24281;22;6766;32717;15,6;14417;71652;12;26147;129700;11,6;104669;497746;8,2;215629;1075089;3,9;8 875 995;eur;
2012076;VENDREDI;21/09/2012;21/11/2012;41;4;34;43;19;7;11;-4-19-34-41-43-;-7-11-;0;0;0;2;5;345710,4;0;7;82312;13;45;6402;185;961;262,3;442;2151;117,1;361;2079;86,6;5820;31700;26,1;8821;45612;17,3;19809;97479;13,6;32478;174141;13,4;138572;692243;9,1;307751;1493496;4,3;0 892 237;eur;
2012075;MARDI   ;18/09/2012;18/11/2012;38;7;39;44;6;7;9;-6-7-38-39-44-;-7-9-;0;0;0;1;2;513168,7;0;4;85528,1;2;27;6335,4;100;548;273,1;135;926;161,6;340;1633;65,4;6247;28873;17;5446;28064;16,7;9103;48805;16,2;37159;169274;8,2;100753;482443;7,8;162169;827643;4,6;2 769 306;eur;
2012074;VENDREDI;14/09/2012;14/11/2012;27;10;44;23;3;9;7;-3-10-23-27-44-;-7-9-;0;1;26580854;2;9;193014,2;3;15;38602,8;28;105;2757,3;390;1779;142,4;679;3016;83,9;954;4103;44,1;13382;56968;14,6;16898;73503;10,8;27624;125676;10,6;65036;279367;8,4;225070;974602;6,5;363531;1666451;3,9;5 786 867;eur;
2012073;MARDI   ;11/09/2012;11/11/2012;15;6;37;22;44;2;4;-6-15-22-37-44-;-2-4-;0;0;0;2;7;150406,5;2;13;26996;10;50;3509,4;201;838;183,2;310;1588;96,6;437;1926;56,9;5955;27790;18,1;7158;34061;14,1;13101;65288;12,4;31783;147164;9,6;101894;486463;7,9;190129;937558;4,2;5 174 192;eur;
2012072;VENDREDI;07/09/2012;07/11/2012;15;35;13;30;42;4;6;-13-15-30-35-42-;-4-6-;0;1;47319633;0;7;267078,5;0;6;103863,8;14;74;4210,6;245;1258;216,7;412;2356;115,7;781;3938;49,4;12492;56790;15,7;11213;57081;15;23047;114684;12,5;65531;294231;8,6;177281;850151;8;356724;1704344;4,1;7 357 332;eur;
2012071;MARDI   ;04/09/2012;04/11/2012;18;39;17;44;11;10;5;-11-17-18-39-44-;-5-10-;0;0;0;0;4;295265,8;2;4;98421,9;4;33;5964,9;114;688;250,3;308;1504;114,5;296;1578;77,9;4587;24525;23;6682;34758;15,5;14825;72146;12,6;24072;130785;12,2;107235;539763;8;237390;1126007;3,9;6 323 929;eur;
2012070;VENDREDI;31/08/2012;31/10/2012;31;28;16;48;33;11;7;-16-28-31-33-48-;-7-11-;0;0;0;2;3;599110,4;2;8;74888,8;6;53;5651,9;179;1079;242,9;439;2186;119,9;414;2235;83,7;6344;33646;25,5;9721;49596;16,6;21588;106558;13;34913;184154;13,2;150800;740890;8,8;332607;1590605;4,2;7 344 544;eur;
2012069;MARDI   ;28/08/2012;28/10/2012;1;26;25;44;18;5;4;-1-18-25-26-44-;-4-5-;0;0;0;0;3;359462,1;1;8;44932,7;6;42;4279,3;158;734;214,2;266;1341;117,2;337;1754;64;5126;26010;19,8;7588;34785;14,2;13484;63418;13,1;27699;140376;10,4;108817;518210;7,6;193497;914065;4,4;8 458 665;eur;
2012068;VENDREDI;24/08/2012;24/10/2012;6;5;19;37;12;7;3;-5-6-12-19-37-;-3-7-;1;1;47570390;2;6;315732,5;1;11;57405,9;63;184;1715,9;524;2035;135,7;826;3418;80,8;1971;7798;25,3;23037;94104;9,6;20587;82898;10,4;34493;144013;10,1;99688;437780;5,8;242316;1054228;6,5;412097;1833874;3,8;5 811 887;eur;
2012067;MARDI   ;21/08/2012;21/10/2012;17;5;38;4;48;4;3;-4-5-17-38-48-;-3-4-;0;0;0;0;2;601468,4;0;1;400978,9;6;36;5569,1;162;772;227,2;269;1367;128,3;357;1826;68,6;5646;28525;20,2;7685;37450;14,7;12915;67684;13,6;29951;152760;10,6;120576;587271;7,5;207447;1060759;4,2;1 219 336;eur;
2012066;VENDREDI;17/08/2012;17/10/2012;19;25;33;44;28;8;2;-19-25-28-33-44-;-2-8-;0;0;0;3;9;198691,8;0;6;99345,9;21;95;3137,2;248;1240;210,3;496;2434;107,1;1024;4321;43,1;14905;63751;13,4;12518;58529;14;23525;113120;12,1;71130;322851;7,5;178817;850702;7,7;333441;1638808;4;3 495 769;eur;
2012065;MARDI   ;14/08/2012;14/10/2012;45;16;42;1;38;9;10;-1-16-38-42-45-;-9-10-;0;0;0;2;2;601187,4;0;7;57255,9;6;29;6910,2;123;599;292,7;236;1250;140,2;339;2010;62,3;3891;20295;28,3;5827;28130;19,5;12837;62756;14,7;21552;114341;14,2;92106;439931;10;204812;995481;4,5;5 567 090;eur;
2012064;VENDREDI;10/08/2012;10/10/2012;50;21;17;48;11;9;10;-11-17-21-48-50-;-9-10-;0;1;190000000;4;14;2640734,2;5;24;66975,1;25;119;6753,7;715;2925;240,4;1713;6512;107,9;1587;6378;78,7;24709;95192;24,2;36676;139424;15,8;79762;307015;12,1;134156;501558;13;580435;2089032;8,4;1248138;4598171;3,9;5 966 072;eur;
2012063;MARDI   ;07/08/2012;07/10/2012;20;50;34;46;27;3;2;-20-27-34-46-50-;-2-3-;0;0;0;1;7;2318241,1;3;21;54277,3;23;92;6194,7;534;2213;225,3;1055;4323;115,3;1198;4758;74,8;18304;72340;22,6;26386;99959;15,6;48621;191378;13,7;106405;402569;11,5;414324;1531360;8,1;748237;2864186;4,4;9 462 667;eur;
2012062;VENDREDI;03/08/2012;03/10/2012;34;35;42;24;46;5;1;-24-34-35-42-46-;-1-5-;0;0;0;1;5;691478,2;1;11;104769,4;31;102;5649,3;388;1869;269,7;775;3677;137,1;1057;4867;73,9;16511;75342;21,9;19883;91150;17,3;40023;181019;14,7;95164;431979;10,8;305657;1412821;8,9;616612;2765500;4,6;3 267 290;eur;
2012061;MARDI   ;31/07/2012;30/09/2012;35;39;4;36;29;9;8;-4-29-35-36-39-;-8-9-;0;0;0;1;6;384462;2;12;64077;8;64;6007,2;206;1298;259,1;434;2487;135,2;624;3205;74,9;9161;49267;22,4;11846;64551;16,3;21309;121119;14,6;52417;270186;11,5;190586;1013757;8,3;342826;1873361;4,6;0 010 934;eur;
2012060;VENDREDI;27/07/2012;26/09/2012;15;48;14;23;21;2;10;-14-15-21-23-48-;-2-10-;0;0;0;2;16;275299,9;2;25;58730,6;19;141;5206,6;314;2720;236,1;674;6106;105,2;768;6586;69,6;12170;98588;21,4;14925;130475;15,4;34301;284470;11,9;62960;516608;11,5;224996;1957361;8,2;518630;4278679;3,8;4 350 557;eur;
2012059;MARDI   ;24/07/2012;23/09/2012;18;25;4;16;44;11;1;-4-16-18-25-44-;-1-11-;0;0;0;1;3;541281,6;0;9;60142,4;8;62;4365,1;194;1010;234,4;534;2534;93,4;456;2383;70,9;6638;33455;23,2;8901;44578;16,6;23392;113810;10,9;35928;178391;12,3;127816;638250;9,3;329473;1605406;3,7;1 993 644;eur;
2012058;VENDREDI;20/07/2012;19/09/2012;19;23;10;45;49;9;10;-10-19-23-45-49-;-9-10-;0;0;0;4;7;330815,6;2;7;110271,8;7;59;6541,5;333;1532;220,4;703;3491;96,7;576;2909;82,9;8389;43908;25,2;14968;68636;15,4;33278;153630;11,6;40721;218456;14,3;214388;998782;8,5;482453;2246770;3,8;6 510 354;eur;
2012057;MARDI   ;17/07/2012;16/09/2012;24;2;43;7;46;10;8;-2-7-24-43-46-;-8-10-;0;0;0;0;2;699301,3;0;10;46620;7;28;8325;110;673;303;313;1649;123,6;295;1630;89,3;4476;24373;27,4;6832;35481;18;16537;82371;13;25152;134883;14;107098;548619;9,3;256328;1272304;4,1;3 141 721;eur;
2012056;VENDREDI;13/07/2012;12/09/2012;18;46;35;25;8;9;4;-8-18-25-35-46-;-4-9-;0;0;0;2;10;230432,8;4;13;59085,3;22;93;4129,6;378;1499;224,1;763;2962;113,4;1138;4327;55,4;17679;66001;16,7;17657;66013;15,9;33648;130864;13,5;97442;357394;8,7;272762;1002796;8,4;517010;1969709;4,3;8 928 846;eur;
2012055;MARDI   ;10/07/2012;09/09/2012;37;1;24;16;3;8;1;-1-3-16-24-37-;-1-8-;0;0;0;0;3;413089,1;1;10;41308,9;5;41;5037,6;177;881;205,1;310;1670;108,2;437;1999;64,5;6483;29287;20,2;8359;39023;14,5;15805;76607;12,4;32639;150093;11,1;122236;574601;7,9;233961;1128892;4,1;6 056 843;eur;
2012054;VENDREDI;06/07/2012;05/09/2012;40;42;38;31;32;3;1;-31-32-38-40-42-;-1-3-;0;0;0;0;4;457323,8;1;4;152441,2;11;48;6351,7;206;942;283,1;373;1882;141,7;491;2304;82,7;7698;35867;24,4;9050;43181;19,4;18161;87027;16,2;46586;211856;11,6;147208;697179;9,6;289285;1416050;4,8;3 149 214;eur;
2012053;MARDI   ;03/07/2012;02/09/2012;22;7;2;40;27;6;3;-2-7-22-27-40-;-3-6-;0;0;0;1;4;283044,1;4;11;34308,3;9;51;3699,9;180;1067;154,7;490;2192;75,3;433;2389;49,3;6778;33570;16,1;8257;42348;12,2;17362;84140;10,3;34099;170300;9;117783;587693;7;231290;1124961;3,7;2 120 641;eur;
2012052;VENDREDI;29/06/2012;29/08/2012;14;17;28;39;29;11;1;-14-17-28-29-39-;-1-11-;0;0;0;0;5;341031,2;4;19;29915;17;58;4899,8;260;1279;194,4;807;3748;66,3;471;2461;72,1;6825;33644;24,2;10342;51247;15,2;30500;143755;9,1;34090;170697;13,5;140218;690013;9;393953;1853764;3,4;6 684 473;eur;
2012051;MARDI   ;26/06/2012;26/08/2012;11;22;35;20;1;10;8;-1-11-20-22-35-;-8-10-;0;0;0;0;2;517206,6;1;6;57467,4;4;32;5387,5;165;745;202,4;387;1833;82,2;246;1291;83,4;3442;18533;26,7;6402;32264;14,6;17151;82193;9,7;17146;96192;14,5;87100;443465;8,5;219573;1079511;3,5;6 562 264;eur;
2012050;VENDREDI;22/06/2012;22/08/2012;18;14;19;43;49;7;3;-14-18-19-43-49-;-3-7-;0;0;0;0;0;0;1;6;363305,8;13;55;4954,1;170;970;245,7;334;1768;134,8;824;3796;44,8;15018;64878;12;9538;45265;16,5;17330;84079;14,9;87922;376899;5,8;164305;745644;8;289598;1351561;4,5;7 410 189;eur;
2012049;MARDI   ;19/06/2012;19/08/2012;17;20;50;7;35;5;11;-7-17-20-35-50-;-5-11-;0;1;15000000;0;2;510269;0;9;37797,7;6;35;4859,7;166;830;179,3;300;1723;86,3;263;1568;67,7;3754;22147;22;6140;33233;14;12806;65957;11,9;19586;113595;12,1;92863;485044;7,7;198251;976124;3,9;7 546 083;eur;
2012048;VENDREDI;15/06/2012;15/08/2012;48;38;27;22;10;3;7;-10-22-27-38-48-;-3-7-;1;2;13414228;0;6;295711,3;3;17;34789,5;27;131;2257,3;276;1380;187,4;480;2558;101,1;1257;5286;34,9;18346;76714;11;12883;59727;13,6;22981;111278;12,2;95608;404714;5,9;190449;864479;7,5;338901;1577887;4,2;8 967 765;eur;
2012047;MARDI   ;12/06/2012;12/08/2012;30;26;48;15;8;9;10;-8-15-26-30-48-;-9-10-;0;0;0;1;1;1096061,4;2;7;52193,4;8;31;5892,8;144;745;214,5;416;1764;90,6;228;1209;94,4;3389;18290;28,7;6729;31461;15,9;15857;74181;11,3;18268;97583;15,2;94812;449106;8,9;221842;1056171;3,8;2 235 686;eur;
2012046;VENDREDI;08/06/2012;08/08/2012;11;22;5;34;40;9;11;-5-11-22-34-40-;-9-11-;0;2;79026422;3;24;144240,3;8;38;30366,3;19;128;4507,5;612;2719;185,6;1361;6154;82;1147;4919;73,3;16818;71006;23,3;26581;109364;14,5;58873;247053;10,8;87888;369856;12,6;377057;1506538;8,4;852618;3430631;3,7;5 060 435;eur;
2012045;MARDI   ;05/06/2012;05/08/2012;13;49;37;47;34;8;9;-13-34-37-47-49-;-8-9-;0;0;0;0;6;373759,1;2;7;106788,3;21;78;4791,7;342;1585;206,3;587;2863;114,2;808;3413;68,4;10300;47631;22,5;15676;69727;14,7;27027;128483;13,4;55187;254793;11,9;218065;990343;8,3;390001;1853761;4,5;2 421 870;eur;
2012044;VENDREDI;01/06/2012;01/08/2012;26;2;36;14;4;9;10;-2-4-14-26-36-;-9-10-;0;0;0;2;6;473810,3;3;14;67687,1;17;70;6768,7;371;1868;221,9;874;4264;97,2;652;3544;83,5;9280;49645;27,4;17653;82209;15,8;40497;191077;11,4;51361;266002;14,4;260816;1194714;8,7;596936;2753055;3,8;4 670 481;eur;
2012043;MARDI   ;29/05/2012;29/07/2012;28;17;25;15;8;3;11;-8-15-17-25-28-;-3-11-;0;0;0;3;10;169380,2;7;28;20164,3;17;52;5428,8;402;1774;139,2;927;3697;66,8;570;2450;72;6946;34109;23,7;13781;64235;12;30931;140497;9,2;33708;172867;13,2;170061;831841;7,4;374590;1794714;3,5;0 011 262;eur;
2012042;VENDREDI;25/05/2012;25/07/2012;35;12;22;49;46;2;8;-12-22-35-46-49-;-2-8-;0;0;0;1;9;248846,7;2;11;67867,2;30;124;3010,2;327;1664;196,2;661;3347;97,5;1088;4928;47,3;15363;69351;15,4;13921;67811;15,1;27486;135007;12,7;86830;380980;7,9;209786;994684;8,2;399207;1923971;4,3;8 365 860;eur;
2012041;MARDI   ;22/05/2012;22/07/2012;31;32;41;16;37;7;1;-16-31-32-37-41-;-1-7-;0;0;0;1;3;458062,3;5;10;45806,2;2;33;6940,3;129;765;261,9;260;1349;148,5;367;1895;75,5;6141;29553;22,2;6965;35792;17,5;12397;66511;15,9;37245;173627;10,7;109832;561150;8,9;200463;1058813;4,8;1 021 379;eur;
2012040;VENDREDI;18/05/2012;18/07/2012;29;50;43;47;13;9;11;-13-29-43-47-50-;-9-11-;0;0;0;1;4;522515,8;3;10;69668,7;14;69;5048,4;206;1311;232,4;444;2694;113,1;461;2844;76,5;6005;40373;24,8;9441;58621;16,3;20210;123420;13;31003;205381;13,7;142069;852298;8,9;316261;1854088;4,2;6 873 915;eur;
2012039;MARDI   ;15/05/2012;15/07/2012;13;2;50;11;26;5;2;-2-11-13-26-50-;-2-5-;0;0;0;0;4;287265,4;4;14;27358,6;15;71;2697,3;252;1138;147,2;391;1844;90,8;720;3245;36,8;8994;42330;13;10599;47280;11,1;16507;78311;11,3;41289;203235;7,6;135532;638500;6,5;225464;1073354;4;8 923 280;eur;
2012038;VENDREDI;11/05/2012;11/07/2012;1;17;13;44;38;2;11;-1-13-17-38-44-;-2-11-;0;0;0;3;7;247546,5;1;9;64178,7;13;50;5776;218;1024;246,7;598;2460;102,7;420;2165;83,3;6574;31766;26,1;10787;49112;16,1;26709;115858;11,5;33209;164958;14,2;159770;727917;8,7;390578;1717386;3,7;2 488 153;eur;
2012037;MARDI   ;08/05/2012;08/07/2012;3;34;48;38;21;5;8;-3-21-34-38-48-;-5-8-;0;0;0;1;6;164312;1;4;82156;11;92;1786;104;769;186,9;204;1292;111,2;336;2500;41;5870;36321;13;5486;32818;13,7;8699;55541;13,6;32559;189424;7;76554;470297;7,6;134348;810554;4,5;7 244 453;eur;
2012036;VENDREDI;04/05/2012;04/07/2012;26;41;40;39;3;1;2;-3-26-39-40-41-;-1-2-;0;0;0;1;5;329061,7;1;4;137109;9;42;6529;166;860;279;275;1728;138,8;411;2136;80,2;6048;31850;24,7;8313;42953;17,5;15524;84942;14,9;37057;184934;12;131944;660710;9,1;251185;1328454;4,6;6 711 672;eur;
2012035;MARDI   ;01/05/2012;01/07/2012;4;15;41;5;19;11;9;-4-5-15-19-41-;-9-11-;0;0;0;0;2;425249,2;0;9;31499,9;6;28;5062,4;96;533;232,7;277;1317;94,1;154;994;89,1;2468;15059;27;4620;25061;15,5;11914;61904;10,5;12655;78837;14,6;66912;368370;8,4;170619;903328;3,5;8 334 177;eur;
2012034;VENDREDI;27/04/2012;27/06/2012;36;43;30;27;20;1;6;-20-27-30-36-43-;-1-6-;0;1;44407281;1;4;432746,4;1;4;144248,8;9;74;3898,6;166;918;274,9;425;2060;122,5;561;2817;64;8659;40405;20,5;9036;46390;17,1;19942;99273;13,4;49019;225991;10,3;143392;713910;8,8;308702;1506283;4,3;3 972 351;eur;
2012033;MARDI   ;24/04/2012;24/06/2012;8;24;48;43;9;3;5;-8-9-24-43-48-;-3-5-;0;0;0;0;3;341799,6;0;3;113933,2;4;29;5893;107;607;246,3;206;1193;125,3;413;2084;51,2;6695;35984;13,6;5838;30953;15,1;10053;54717;14,4;37013;202039;6,8;95829;489273;7,6;164464;849620;4,5;9 201 525;eur;
2012032;VENDREDI;20/04/2012;20/06/2012;32;41;29;3;6;11;10;-3-6-29-32-41-;-10-11-;0;0;0;1;6;275784,5;4;12;45964;3;35;7879,5;144;794;303,9;466;2361;102,2;255;1694;101,7;4618;26725;29,6;6281;34215;22,1;23108;109905;11,6;26861;148067;15,1;95984;509929;11,8;359598;1673116;3,7;6 269 491;eur;
2012031;MARDI   ;17/04/2012;17/06/2012;10;28;49;48;33;10;1;-10-28-33-48-49-;-1-10-;0;0;0;0;1;945977,5;2;5;63065,1;5;25;6306,5;102;540;255,4;234;1164;118,5;214;1122;87,8;3033;15880;28,5;4604;23816;18,2;10693;55573;13,1;15991;83741;15,2;69262;357242;9,7;170830;875360;4;5 915 820;eur;
2012030;VENDREDI;13/04/2012;13/06/2012;8;39;43;13;26;3;5;-8-13-26-39-43-;-3-5-;0;1;53763217;3;15;142395,4;9;26;27383,7;40;141;2524,7;664;2114;147,3;974;3386;91,9;1501;5633;39,4;21747;79750;12,8;24277;81131;12;40457;133330;12,3;111930;411536;7;338372;1125661;6,9;567490;1869825;4,2;4 085 137;eur;
2012029;MARDI   ;10/04/2012;10/06/2012;37;27;22;25;36;9;5;-22-25-27-36-37-;-5-9-;0;0;0;0;6;169293,1;1;5;67717,2;5;46;3680,2;85;542;273,3;189;1039;142,5;346;2029;52,1;6027;33014;14,7;5481;31131;14,9;9699;53872;14,5;34565;181981;7,5;92629;497903;7,4;158544;854376;4,4;7 333 815;eur;
2012028;VENDREDI;06/04/2012;06/06/2012;11;35;45;20;30;2;3;-11-20-30-35-45-;-2-3-;0;0;0;1;7;236476,9;2;13;42444,5;10;50;5517,7;275;1310;184,2;504;2375;101,6;526;2546;67,7;8129;36414;21,7;12673;55448;13,6;21476;98125;13;43504;191289;11,7;190612;807259;7,5;317909;1405927;4,4;9 977 061;eur;
2012027;MARDI   ;03/04/2012;03/06/2012;1;8;18;25;30;10;9;-1-8-18-25-30-;-9-10-;0;0;0;0;3;335817,6;2;13;25832,1;8;33;5088,1;174;762;192,8;471;2107;69,7;207;1166;90;2810;16629;29;7000;32271;14,3;17377;80452;9,6;14634;86303;15,8;88863;429980;8,5;215289;1039132;3,6;8 136 642;eur;
2012026;VENDREDI;30/03/2012;30/05/2012;46;17;23;4;36;10;6;-4-17-23-36-46-;-6-10-;0;0;0;1;5;317003,5;1;9;58704,3;10;52;5080,1;135;896;257,9;440;2424;95,3;307;1863;88,6;4575;27067;28;7736;42120;17,2;19902;103421;11,8;24291;144806;14,8;119450;615540;9,4;314888;1515371;3,9;3 488 280;eur;
2012025;MARDI   ;27/03/2012;27/05/2012;29;36;27;34;24;7;8;-24-27-29-34-36-;-7-8-;1;1;15000000;0;0;0;1;8;154453,2;2;24;6435,5;109;577;234,2;204;1035;130,5;223;1338;72,1;3648;20438;21,7;5450;28358;14,9;8818;48352;14,7;20760;112363;11,1;85433;449052;7,5;137801;756411;4,5;8 780 128;eur;
2012024;VENDREDI;23/03/2012;23/05/2012;50;15;9;23;31;8;11;-9-15-23-31-50-;-8-11-;1;1;26096499;1;7;237782,1;3;11;50438,6;11;43;6451,4;249;1200;202,2;559;2897;83,7;378;2251;77;5647;31393;25,4;9922;50107;15,2;25134;123146;10,4;29035;162436;13,8;140657;707217;8,6;360087;1718488;3,6;3 341 163;eur;
2012023;MARDI   ;20/03/2012;20/05/2012;28;30;15;16;46;3;4;-15-16-28-30-46-;-3-4-;0;0;0;0;2;468877,2;1;8;39073,1;4;35;4465,4;147;672;203,5;221;1146;119,3;259;1486;65,7;4178;21898;20,5;6307;31068;13,8;10350;55319;13;22660;115946;10,9;90888;449131;7,6;156259;810237;4,3;7 219 646;eur;
2012022;VENDREDI;16/03/2012;16/05/2012;12;4;50;3;23;4;7;-3-4-12-23-50-;-4-7-;0;1;45758710;1;6;299014;0;9;66447,5;22;96;3114,7;366;1638;159,7;729;3154;82,9;1312;4895;38,1;16779;67484;12,7;17658;77204;10,6;31422;145513;9,5;75213;318937;7,6;223240;1006306;6,5;387773;1817199;3,7;6 328 374;eur;
2012021;MARDI   ;13/03/2012;13/05/2012;47;1;25;10;43;8;9;-1-10-25-43-47-;-8-9-;0;0;0;2;5;218702,5;1;5;72900,8;1;18;10125,1;126;641;248,7;244;1190;134;260;1426;79,8;4278;21909;23,9;6258;30858;16,2;11316;57881;14,5;24477;123959;11,9;99294;481172;8,3;181622;905431;4,5;5 236 479;eur;
2012020;VENDREDI;09/03/2012;09/05/2012;39;36;32;47;3;6;9;-3-32-36-39-47-;-6-9-;0;0;0;0;3;575403;2;4;143850,7;13;45;6393,3;161;955;263,6;274;1730;145,5;526;2614;68,7;7532;40247;20,5;8519;46178;17,1;16088;86633;15,3;46836;231625;10;137258;708297;8,9;256686;1342845;4,8;0 907 718;eur;
2012019;MARDI   ;06/03/2012;06/05/2012;23;47;27;37;24;6;2;-23-24-27-37-47-;-2-6-;0;0;0;0;1;986669,5;1;6;54814,9;6;29;5670,5;119;586;245,5;224;1228;117,1;359;1825;56,3;5070;27593;17,1;5614;29488;15,3;12091;63354;12;29575;157816;8,4;81712;428041;8,4;167271;864931;4,2;2 441 193;eur;
2012018;VENDREDI;02/03/2012;02/05/2012;44;5;11;6;30;6;2;-5-6-11-30-44-;-2-6-;0;1;26670951;0;2;875321,2;4;7;83363,9;31;95;3071,3;387;1546;165,1;597;2719;93,8;1097;4377;41,6;14186;61008;13,7;15482;64612;12,4;27490;117541;11,4;66149;307319;7,7;199342;882209;7,2;372179;1653554;3,9;3 575 888;eur;
2012017;MARDI   ;28/02/2012;29/04/2012;10;48;1;17;33;2;3;-1-10-17-33-48-;-2-3-;0;0;0;0;5;199214,8;1;5;66404,9;6;35;4743,2;180;804;180,6;292;1409;103;257;1495;69,4;4454;22560;21,1;7278;34322;13,3;12434;59963;12,8;23482;118182;11,4;107051;506436;7,2;175392;865667;4,3;0 128 631;eur;
2012016;VENDREDI;24/02/2012;25/04/2012;34;3;12;26;7;10;8;-3-7-12-26-34-;-8-10-;0;1;54897476;4;8;244616,9;4;16;40769,4;11;58;5623,3;355;1567;182,1;1081;4328;65,9;506;2503;81,4;6981;35081;26,7;14484;64301;13,9;40837;170702;8,8;35310;181096;14,6;192718;875345;8,1;503823;2210095;3,3;0 007 311;eur;
2012015;MARDI   ;21/02/2012;22/04/2012;11;24;14;25;29;11;7;-11-14-24-25-29-;-7-11-;0;0;0;0;2;567892,2;4;14;27042,4;3;39;4853,7;195;921;179,8;459;2161;76,6;316;1712;69,1;4292;24001;22,6;7707;39937;13;17264;86019;10,1;21233;120486;12,7;106446;546396;7,6;232816;1171051;3,6;8 860 516;eur;
2012014;VENDREDI;17/02/2012;18/04/2012;11;4;47;28;38;11;10;-4-11-28-38-47-;-10-11-;0;0;0;1;8;223465,8;5;15;39727,2;12;39;7639,8;175;1028;253,6;806;3737;69,7;390;2062;90,3;5568;30546;28;8006;41823;19,5;31240;142100;9,6;28650;160589;15;111800;582628;11,2;428074;1941889;3,4;7 509 046;eur;
2012013;MARDI   ;14/02/2012;15/04/2012;36;14;42;46;27;11;8;-14-27-36-42-46-;-8-11-;0;0;0;1;3;368058,3;2;8;46007,2;5;34;5412,6;110;668;241;323;1405;114,6;266;1332;86,3;3776;20091;26,3;5705;29014;17,4;13229;64176;13,2;20858;105734;14,1;86686;426237;9,4;203824;965881;4,2;7 027 303;eur;
2012012;VENDREDI;10/02/2012;11/04/2012;3;14;31;41;8;7;11;-3-8-14-31-41-;-7-11-;0;0;0;0;1;1696429;1;5;113095,2;4;39;7249,6;192;1013;244,2;504;2361;104,7;330;2060;85,7;5638;30204;26,9;9987;48485;16;24183;108924;12;30686;161115;14,2;152590;726735;8,5;355708;1617493;3,9;6 398 782;eur;
